-0.01,-0.32,-0.52,0.28,-0.04,-0.5
0.02,-0.35,-0.76,0.23,0.01,-0.83
-0.07,-0.41,-1.03,0.36,0.03,-1.27
0.24,-0.88,-1.01,0.39,0.02,-1.58
0.3,-1.02,-1.05,0.4,-0.11,-1.59
-0.04,-0.92,-0.94,0.32,-0.19,-1.28
0.04,-0.61,-0.63,0.23,-0.05,-0.85
0.01,-0.26,-0.27,0.21,0.19,-0.57
0.21,-0.08,-0.09,0.35,0.27,-0.36
0.03,-0.13,-0.13,-0.02,0.05,-0.05
-0.17,-0.12,-0.21,0.21,-0.08,-0.22
-0.64,-0.45,-0.47,0.24,-0.21,-0.83
-0.69,-1.07,-1.36,0.32,-0.28,-1.66
1.41,-1.01,-1.1,0.43,-0.02,-2.13
0.39,-0.56,-1.73,0.41,0,-1.82
-0.26,-0.34,-1.22,0.04,-0.19,-1.11
-0.19,-0.39,-0.4,0.31,-0.06,-0.64
0.15,-0.25,-0.26,0.36,0.05,-0.29
0.16,-0.03,-0.03,0.14,0.09,0.15
0.2,0.22,0.22,0.16,0.15,0.29
-0.2,-0.06,-0.06,0.04,-0.13,0.06
-0.67,-0.11,-0.25,0.24,-0.02,-0.87
-1.17,-0.27,-1.28,0.22,0.15,-2.01
2.34,-0.6,-1.52,0.49,0.25,-2.43
1.6,-0.68,-1.43,0.47,-0.04,-1.97
-0.7,-1.06,-1.18,0,-0.17,-1.04
-0.38,-0.16,-0.17,0.21,0.04,-0.33
-0.05,0.23,0.23,-0.03,0.15,0.22
-0.11,0.14,0.15,-0.01,-0.09,0.48
-0.41,-0.26,0.05,0.22,-0.36,0.07
-0.54,-0.25,-0.24,0.14,-0.22,-0.94
-2.25,-0.64,-0.78,0.16,0.38,-2.19
3.32,-0.71,-0.77,0.5,0.46,-2.7
1.54,-0.61,-0.62,0.24,-0.22,-2.01
-1.71,-1.19,-2.72,0,-0.22,-1.03
-0.5,0.01,0.02,0.13,0.11,-0.25
2.19,0.35,0.37,0,0.27,0.27
-0.18,0.16,0.38,-0.05,0.04,0.55
0,-0.09,0.02,0.22,-0.2,0.27
-0.14,-0.19,-0.16,0.13,-0.25,-0.35
-1.24,0.09,-0.38,0.1,0.22,-1.75
-3.02,-1.76,-2.05,0.45,0.46,-2.62
1.86,-0.16,-0.12,0.49,-0.07,-2.38
1.44,-0.93,-0.98,-0.15,-0.18,-1.47
-1.22,-0.51,-0.61,0.06,0.06,-0.64
1.07,0.31,0.27,0.15,0.18,0.05
-0.44,0.19,0.28,-0.18,0.09,0.51
-0.09,0.1,0.13,0.09,-0.1,0.46
0.41,-0.35,0.24,0.19,-0.3,-0.1
-0.59,-0.26,-0.29,0.2,-0.05,-0.99
-1.53,-0.16,-0.57,0.26,0.36,-1.96
2.24,-2.02,-2.48,0.29,0.18,-2.42
1.72,-0.53,-0.52,0.29,-0.07,-2.11
-0.35,-1.45,-1.71,-0.03,-0.06,-1.2
-0.57,-0.12,-0.15,0.26,0.04,-0.49
-0.04,0.18,0.19,0.15,0.08,-0.1
-0.16,0.01,0.09,0.16,-0.09,0.25
-0.15,-0.34,-0.11,-0.05,-0.45,0.29
-0.51,-0.46,0.03,0.09,-0.34,-0.26
-0.87,-0.22,-0.42,0.06,0.02,-1.16
-1.73,-1.11,-1.86,0.03,0.44,-2.3
2.65,-0.84,-0.94,0.56,0.05,-2.81
1.01,-1.55,-1.8,0.14,-0.29,-2.12
-1.32,-0.65,-0.73,-0.11,-0.21,-0.99
-0.26,0.04,0.05,0.14,0.1,-0.18
0.43,0.23,0.26,0.01,0.19,0.4
0.02,0.1,0.12,0.14,-0.06,0.64
0.13,0.1,0.13,-0.05,-0.32,0.52
0.37,0.23,0.35,-0.12,-0.48,-0.11
-0.85,-0.12,-0.14,0.08,0.17,-1.38
-1.98,-0.23,-0.3,0.15,0.46,-2.55
3.19,-1.12,-1.12,0.18,0.23,-2.77
1.89,-0.6,-0.71,0.21,-0.08,-2.21
-1.72,-1.67,-1.76,-0.32,-0.32,-1.09
-0.73,0.02,0.02,0.05,0.07,-0.34
-0.22,0.11,0.39,0.16,0.11,0.27
-0.34,0.08,0.12,-0.19,-0.26,0.88
-0.8,1.09,1.1,-0.1,-0.09,0.65
-0.06,-0.04,-0.03,0.05,-0.35,-0.03
-1.06,-0.18,-0.18,-0.23,-0.06,-1.37
-2.64,-0.51,-0.62,0.09,0.19,-2.86
3.76,-0.75,-0.76,0.39,0.53,-3.19
1.58,-0.18,-0.28,-0.27,0.11,-2.31
-2.29,-1.64,-1.67,-0.25,-0.23,-0.98
-0.69,0.08,0.17,0.11,0.12,-0.16
-0.52,0.04,0.36,-0.07,-0.01,0.51
0.07,-0.02,0.34,-0.02,-0.14,0.75
-0.15,0.2,0.21,0,-0.18,0.62
-0.23,-0.14,-0.14,0,-0.3,0.01
-0.59,-0.19,-0.2,0.02,-0.09,-1.03
-1.84,-0.33,-0.35,-0.11,0.1,-2.4
2.17,-2.32,-2.4,0.1,0.6,-3.18
2.21,-0.49,-0.49,0.23,0.22,-2.68
-1.17,-2.28,-2.39,-0.32,-0.07,-1.5
-0.85,-0.01,-0.06,-0.01,0.09,-0.6
-0.2,0.03,0.22,0.04,-0.02,0.18
-0.45,0.03,0.04,-0.17,-0.22,0.75
0.05,-0.11,0.43,0.09,-0.13,0.81
-0.27,-0.08,0.52,-0.09,-0.25,0.58
-0.55,-0.21,-0.11,-0.17,-0.22,-0.26
-1.18,-0.2,-0.42,0.04,-0.08,-1.93
-3.39,-1.01,-1.13,-0.04,0.29,-3.07
2.83,-0.1,-0.13,0.45,0.45,-3.26
1.85,-0.21,-0.99,-0.36,0.08,-2.08
-1.93,-0.66,-0.66,-0.27,-0.02,-0.84
-0.29,0.12,0.24,0.21,0.04,-0.12
-0.79,0.1,0.11,-0.32,-0.19,0.64
0.22,0.11,0.12,0.18,-0.18,0.74
-0.26,-0.04,0.17,-0.03,-0.28,0.61
-0.2,0.01,0.01,-0.06,-0.18,-0.23
-0.89,-0.1,-0.22,0,0.07,-1.52
-2.25,-0.39,-0.66,0.05,0.21,-2.53
3.12,-0.8,-1.37,0.32,0.29,-2.68
1.45,-0.26,-0.42,-0.13,0.18,-1.93
-1.26,-1.2,-1.3,-0.18,0.25,-0.94
-0.47,0.08,0.03,0.22,0.08,-0.29
-0.46,-0.1,-0.04,-0.09,-0.23,0.29
-0.16,0.07,0.08,0.06,-0.17,0.4
-0.09,0,0.01,0.18,-0.14,0.08
-0.46,-0.18,-0.18,-0.03,-0.19,-0.61
-1.25,-0.24,-0.26,0.08,0.22,-1.83
-0.46,-2.32,-2.52,0.07,0.39,-2.43
1.67,-0.36,-0.29,0.21,0.14,-2.22
0.22,-1.07,-1.85,-0.12,0.07,-1.36
-0.77,-0.03,-0.14,0.21,0.22,-0.7
-0.4,0,0.01,0,-0.02,-0.07
-0.19,-0.04,-0.02,0.08,-0.08,0.26
-0.09,0.04,0.04,0.17,-0.1,0.19
-0.48,-0.03,-0.03,-0.08,-0.1,-0.17
-0.71,-0.25,-0.26,0.19,0.12,-1.12
-1.44,-1.64,-1.77,0.15,0.05,-1.96
2.05,-0.2,-0.67,0.31,0.37,-2.36
0.9,-0.7,-1.66,0.19,0.22,-1.88
-0.71,-0.66,-0.78,0.07,0,-1.06
-0.28,-0.19,-0.2,0.19,0,-0.34
-0.04,0.08,0.06,0.08,0.11,0.12
-0.1,-0.05,-0.04,0,-0.14,0.28
-0.34,-0.22,-0.18,0.11,-0.32,0.07
-0.67,-0.16,-0.16,0.06,-0.16,-0.7
-1.27,-0.49,-0.6,0.18,0.36,-1.89
2.35,-1.46,-1.79,0.21,0.53,-2.5
1.74,-0.39,-0.46,0.24,0.23,-2.22
-0.82,-1.06,-1.85,-0.02,-0.07,-1.26
-0.54,-0.18,-0.22,0.14,-0.07,-0.38
-0.2,0.04,0.11,-0.02,-0.04,0.22
0.03,0.05,0.18,-0.06,-0.04,0.53
-0.98,0.06,0.24,0.04,-0.2,0.28
-0.1,-0.3,0,0.03,-0.26,-0.55
-1.32,-0.05,-0.08,0.06,0.31,-2.02
-2.44,-2.25,-2.32,0.2,0.65,-2.74
1.83,-0.06,-0.05,0.25,0.36,-2.4
1.42,-0.83,-0.88,-0.12,0.23,-1.37
-0.99,-0.32,-0.33,0.07,0.14,-0.58
-0.27,0.03,0.21,0.2,-0.09,0.17
-0.48,-0.43,0.32,-0.14,-0.31,0.79
0.02,0.24,0.31,0.07,-0.14,0.65
-0.25,-0.25,-0.08,0.02,-0.44,0.15
-0.79,-0.37,-0.4,-0.06,-0.22,-1.15
-2.12,-0.22,-0.27,-0.04,0.55,-2.88
3.73,-0.81,-1.32,0.25,0.62,-3.34
2.16,-0.27,-0.93,0.12,0.16,-2.42
-1.72,-1.41,-1.45,-0.39,0.19,-0.98
-0.66,0.17,0.18,0.16,0.11,-0.06
-0.62,-0.13,-0.05,-0.05,-0.36,0.78
-0.95,1.43,1.46,-0.05,-0.26,1.31
-0.2,0.21,0.25,0,-0.12,0.77
-0.33,-0.17,-0.17,-0.03,-0.37,0.1
-0.65,-0.27,-0.28,-0.01,-0.04,-1.36
-2.32,-0.37,-0.37,-0.12,0.45,-3.02
4.06,-1.06,-1.08,0.36,0.63,-3.26
1.75,-0.12,-0.42,-0.15,0.34,-2.37
-1.73,-1.44,-1.61,-0.15,0.32,-1.16
-0.58,-0.02,0,0.11,-0.04,-0.19
-0.65,-0.27,0.12,-0.13,-0.29,0.64
-0.02,0.54,0.35,-0.06,-0.22,0.99
-0.39,0.16,0.2,-0.2,-0.12,0.86
-0.29,-0.08,-0.06,-0.13,-0.23,0.17
-0.77,-0.26,-0.28,-0.21,-0.09,-1.28
-2.28,-0.25,-0.29,-0.03,0.26,-2.84
3.18,-2.01,-2.64,0.25,0.56,-3.34
1.97,-0.13,-0.47,0.1,0.35,-2.58
-1.4,-1.64,-2.56,-0.21,0.07,-1.3
-0.63,0.08,0,0.17,0.12,-0.41
-0.38,-0.19,-0.02,-0.05,-0.25,0.42
-0.34,0.08,0.32,0.02,-0.11,0.76
-0.5,0.53,1.67,0.08,-0.2,0.95
-0.34,-0.27,0,-0.06,-0.33,0.31
-0.57,-0.11,-0.42,-0.05,-0.1,-0.97
-1.82,-0.14,-0.18,0.08,0.39,-2.34
0.55,-2.58,-2.95,0.14,0.39,-2.82
1.85,-0.09,-0.04,0.22,0.44,-2.35
0.59,-1.13,-1.32,-0.15,0.22,-1.37
-0.92,-0.1,-0.43,0.19,0.07,-0.65
-0.36,-0.14,-0.04,0.07,-0.21,0
-0.31,0.02,0.04,-0.03,-0.16,0.44
-0.19,0.1,0.11,0,-0.13,0.48
-0.26,-0.18,0.22,0,-0.2,0.08
-0.39,-0.13,-0.17,0.08,-0.06,-0.83
-1.48,-0.06,-0.28,0.04,0.47,-2.19
1.54,-1.94,-2.94,0.22,0.35,-2.66
1.5,-0.82,-0.22,0.16,-0.11,-2.13
-0.3,-1.4,-2.06,-0.15,0.05,-1.32
-0.67,0.17,-0.07,0.08,0.35,-0.65
-0.34,0.12,0.16,-0.06,0.07,-0.01
-0.24,-0.14,0.06,0,-0.21,0.37
-0.21,-0.02,0.12,0,-0.19,0.36
-0.36,-0.03,0,-0.09,-0.19,-0.19
-0.85,-0.21,-0.22,0.07,-0.06,-1.16
-2.02,-0.77,-1.49,0.28,0.18,-2.23
2.42,-0.17,-0.26,0.2,0.45,-2.43
1.63,-0.34,-0.53,-0.04,0.25,-1.94
-1.35,-0.97,-0.99,-0.16,0.09,-1.11
-0.51,-0.02,-0.02,0.15,0.1,-0.47
-0.27,-0.04,-0.03,-0.01,-0.11,0.08
-0.2,-0.05,-0.04,-0.12,-0.21,0.41
-0.1,0,0.13,0.15,-0.18,0.22
-0.49,-0.11,-0.07,-0.02,-0.21,-0.37
-1.17,-0.22,-0.23,0.04,0.36,-1.8
-0.72,-2.39,-3.03,0.15,0.28,-2.46
1.92,-0.37,-0.37,0.33,0.17,-2.37
0.24,-1.12,-1.66,-0.17,0.24,-1.59
-1.05,-0.13,-0.14,-0.08,0.18,-0.82
-0.2,0,0.03,0.22,0,-0.25
-0.33,-0.25,-0.03,-0.09,-0.28,0.3
-0.04,0.02,0.09,0.07,-0.12,0.48
-0.37,-0.08,0.03,-0.05,-0.28,0.28
-0.37,-0.14,-0.12,0.1,-0.22,-0.58
-1.13,-0.09,-0.22,0.21,0.45,-1.98
0.58,-2.47,-2.67,0.04,0.51,-2.59
1.9,-0.34,-0.11,0.37,0.3,-2.3
0.33,-0.63,-2.37,-0.2,0.08,-1.42
-0.99,0.11,-0.44,0.06,0.18,-0.76
-0.23,0.11,0.12,0.23,0.07,-0.25
-0.39,-0.16,-0.15,-0.11,-0.24,0.32
-0.06,-0.13,0.17,0.05,-0.06,0.42
-0.34,0.02,0.03,0.01,-0.24,0.16
-0.54,-0.09,-0.1,-0.05,-0.16,-0.7
-1.56,-0.49,-0.5,0.25,0.29,-2.09
2.51,-1.96,-2.51,0.15,0.38,-2.58
1.88,0.01,-0.27,0.27,0.39,-2.29
-0.37,-1.05,-2.45,-0.17,0.19,-1.42
-0.77,-0.01,-0.12,0,0.15,-0.65
-0.21,-0.05,0.13,0.18,0.06,-0.08
0.11,-0.14,0.12,-0.11,-0.18,0.44
0.08,0.14,0.28,0.12,-0.05,0.41
-0.39,0.01,0.02,0,-0.25,0.01
-0.6,-0.31,-0.12,0.08,-0.21,-0.93
-1.96,-0.7,-0.73,0.3,0.29,-2.19
3.31,-0.75,-1.26,0.28,0.5,-2.56
1.64,0.03,-0.27,0.12,0.24,-2.06
-0.88,-1.79,-2.1,-0.1,0.12,-1.18
-0.68,0.15,-0.08,0,0.09,-0.37
-0.18,0.01,0.24,0.17,0.03,0.16
-0.33,0.05,0.11,-0.18,-0.19,0.58
-0.23,-0.2,0.44,0.03,-0.16,0.31
-0.14,-0.22,0.2,0.15,-0.16,-0.49
-1.12,0.15,-0.3,0.18,0.21,-1.86
-3.13,-1.93,-2.01,0.21,0.44,-2.62
2.19,-0.24,0.21,0.56,0.37,-2.42
1.15,-0.15,-0.7,-0.21,-0.09,-1.32
-1.31,-0.93,-0.99,0.01,0,-0.5
-0.51,0.14,0.16,0.05,0.05,0.14
-0.58,0.1,0.19,-0.14,-0.08,0.54
-0.45,0.79,0.93,0.08,-0.1,0.29
-0.35,-0.19,-0.18,0.14,-0.15,-0.46
-1.25,-0.21,-0.22,0.17,0.07,-1.54
-2.75,-1.34,-2.5,0.09,0.67,-2.43
2.3,-0.02,0.04,0.41,0.67,-2.52
1.42,-0.25,-0.48,-0.19,0.16,-1.63
-1.32,-0.74,-0.99,0.03,-0.08,-0.68
-0.45,-0.11,0.11,0.05,-0.03,0.02
-0.22,0.18,0.48,0.02,-0.01,0.43
-0.17,-0.01,0.18,0.11,-0.18,0.45
-0.05,-0.13,0.47,0.07,-0.22,-0.04
-0.48,-0.01,-0.21,0.09,0.09,-1.02
-1.62,-0.21,-0.26,0.01,0.4,-2.02
2.46,-1.56,-2.88,0.22,0.46,-2.5
1.7,-0.25,-0.26,0.17,0.3,-2.11
-0.21,-0.78,-1.91,-0.1,0.25,-1.27
-0.65,-0.05,-0.19,0.16,0.08,-0.49
-0.23,-0.01,0.04,0.02,-0.1,0.22
-0.14,-0.13,0.3,0.11,-0.1,0.57
-0.16,-0.13,0.32,0.08,-0.2,0.46
-0.13,-0.14,0.25,0.04,-0.19,-0.18
-0.58,-0.18,-0.21,0.13,0.06,-1.43
-2.36,-0.28,-0.72,0.09,0.31,-2.41
3.18,-0.81,-1.14,0.35,0.36,-2.67
1.53,0.2,-0.62,-0.05,0.34,-2.02
-1.09,-0.98,-2.06,-0.07,0.17,-1.09
-0.5,-0.1,-0.1,0.22,-0.05,-0.34
-0.27,-0.29,0.15,-0.04,-0.27,0.29
0.02,0.1,0.13,0.16,-0.09,0.5
-0.24,-0.13,0.32,0.02,-0.19,0.37
-0.03,-0.14,0,0.13,-0.17,-0.2
-0.69,0.11,-0.3,0,0.12,-1.24
-1.91,-0.07,-0.75,0.2,0.15,-2.21
2.43,-1.48,-2.88,0.36,0.22,-2.74
1.8,-0.07,-0.72,0.16,0.22,-2.31
-0.83,-0.83,-2.3,-0.12,0.22,-1.33
-0.63,-0.08,-0.12,0.14,0.02,-0.5
0.07,-0.17,0.28,0.14,-0.13,0.13
-0.03,-0.03,0.18,0.08,-0.12,0.53
0.01,0.02,0.2,0.05,-0.01,0.57
-0.27,-0.17,0.17,0.01,-0.23,0.22
-0.22,0,0.01,0.06,-0.1,-0.67
-1.31,-0.12,-0.14,0.2,0.09,-2
-2.9,-2.27,-3.02,0.21,0.38,-2.8
2.19,-0.07,0.19,0.46,0.46,-2.74
1.49,-0.76,-1.38,-0.2,-0.04,-1.76
-1.29,-0.38,-0.6,0.06,-0.11,-0.9
-0.29,0.12,0.17,0.1,0.05,-0.2
-0.22,-0.06,0.04,-0.01,-0.09,0.38
0.03,-0.06,0.21,0.16,-0.07,0.64
-0.19,-0.04,0.22,0.07,-0.12,0.54
0.28,0.19,0.61,0.05,-0.04,-0.04
-0.58,-0.06,-0.24,-0.12,-0.07,-1.01
-1.64,-0.34,-0.38,0.2,-0.02,-2.14
1.5,-1.97,-3.69,0.36,0.28,-2.84
1.96,-0.37,-0.32,0.43,0.31,-2.57
0.09,-1.16,-2.68,-0.08,0.02,-1.52
-0.9,-0.15,-0.24,0.2,0.04,-0.74
-0.09,-0.18,0.12,0.21,-0.04,-0.08
-0.18,0.1,0.1,-0.01,0,0.38
0,-0.41,0.17,0.13,-0.31,0.64
-0.26,-0.25,0.1,0.07,-0.36,0.48
-0.09,-0.05,0.12,0.04,-0.2,-0.04
-0.62,-0.1,-0.13,-0.17,0,-1.13
-1.92,-0.16,-0.25,0.03,0.36,-2.58
2.95,-1.93,-3.13,0.23,0.46,-3.13
1.84,-0.26,-0.26,0.11,0.34,-2.45
-0.99,-1.92,-2.4,-0.28,0.09,-1.36
-0.84,-0.08,-0.09,0.02,0.06,-0.52
-0.25,0.1,0.18,0.05,0.05,0.03
-0.09,-0.03,0.22,0.13,-0.07,0.38
-0.23,-0.22,0.21,-0.05,-0.32,0.62
-0.16,-0.4,0.18,0.13,-0.37,0.26
-0.46,-0.18,-0.07,0.03,-0.2,-0.55
-1.12,0.05,-0.24,0.1,0.32,-1.74
-2.54,-1.35,-1.95,0.17,0.66,-2.42
2.22,-0.21,-0.14,0.32,0.45,-2.58
1.7,-0.41,-1.21,0.1,0.04,-2.06
-1.37,-0.71,-1.04,0.05,-0.16,-1.22
-0.48,0.02,-0.06,0.09,0.06,-0.5
-0.27,0.04,-0.09,-0.04,0.08,0.02
0.09,-0.04,-0.01,0.22,-0.04,0.26
-0.07,-0.2,-0.02,0.02,-0.25,0.5
-0.25,-0.08,0,0.12,-0.26,0.33
-0.29,0.08,0.12,-0.02,-0.13,-0.16
-0.78,-0.08,-0.11,-0.13,0.1,-1.19
-2.15,-0.41,-0.49,0.41,0.47,-2.58
3.32,-1.17,-1.18,0.16,0.32,-2.87
1.84,0.01,-0.56,0,0.47,-2.28
-1.56,-1.27,-1.89,-0.16,0.24,-1.39
-0.71,-0.05,-0.09,0.12,0.03,-0.63
-0.45,-0.25,-0.05,0,-0.21,-0.01
0,-0.22,0.17,0.15,-0.18,0.36
-0.38,-0.03,0.06,-0.22,-0.12,0.42
-0.01,-0.01,0.22,0.16,0,0.08
-0.3,-0.16,-0.06,0.07,-0.18,-0.29
-0.91,-0.26,-0.52,0.13,-0.18,-1.29
-1.86,-1.21,-1.36,0.06,0.24,-2.35
2.88,-0.05,-0.7,0.61,0.65,-2.83
1.91,-0.49,-1.64,0.31,0.22,-2.2
-1.09,-0.54,-1.21,-0.23,0.12,-1.15
-0.43,0.2,0.13,0.12,0.33,-0.45
-0.09,0.04,0.13,0.05,0.03,0.14
-0.21,-0.18,0.05,-0.05,-0.15,0.5
-0.22,-0.02,0.05,0,-0.19,0.45
-0.48,-0.05,0.07,-0.1,-0.36,0.18
-0.35,-0.32,0.06,0.07,-0.26,-0.53
-1.32,-0.08,-0.25,0.04,0.19,-1.87
-2.89,-1.51,-2.49,0.18,0.8,-2.93
2.54,0.03,0.04,0.53,0.57,-2.88
1.97,-0.61,-1.27,-0.15,0.08,-1.95
-1.61,-0.34,-0.76,-0.17,-0.01,-0.88
-0.52,0.15,0.25,0.06,0.04,-0.16
-0.33,-0.03,0.05,-0.01,-0.13,0.43
-0.15,0.13,0.15,-0.02,-0.14,0.65
0.06,-0.14,0.73,0.09,-0.11,0.5
-0.22,-0.13,-0.01,-0.01,-0.25,0.02
-0.75,-0.18,-0.31,-0.01,-0.22,-1.09
-1.79,-0.57,-0.6,0.24,0.19,-2.34
3.26,-1.31,-2.16,0.15,0.66,-2.99
2.26,-0.15,-0.2,0.34,0.52,-2.64
-0.98,-1.81,-2.4,-0.17,-0.07,-1.5
-0.88,-0.16,-0.28,0.02,-0.08,-0.6
-0.23,-0.11,0.16,0.09,-0.01,0.03
-0.19,-0.07,0.2,-0.07,-0.06,0.5
0.03,0.07,0.25,0.09,-0.02,0.59
-0.3,0.02,0.22,-0.12,-0.15,0.49
-0.1,0.29,0.3,-0.01,-0.16,-0.1
-0.84,-0.24,-0.24,-0.04,-0.14,-1.23
-1.99,-0.6,-0.66,0.18,-0.1,-2.46
3.6,-1.61,-1.63,0.23,0.48,-3
2.12,0.04,-0.51,0.21,0.59,-2.53
-0.95,-1.58,-2.27,-0.31,0.23,-1.44
-0.78,0.02,-0.17,0.1,0.12,-0.66
-0.34,-0.27,0.08,0.06,-0.21,-0.03
-0.28,-0.19,0.08,-0.09,-0.23,0.5
-0.07,0.09,0.18,-0.01,0,0.65
-0.34,0.04,0.32,-0.14,-0.09,0.51
-0.66,0.29,0.29,-0.06,-0.18,-0.21
-0.89,-0.01,-0.5,-0.02,-0.12,-1.5
-2.39,-0.61,-0.68,0.19,0.23,-2.69
3.54,-0.65,-0.68,0.52,0.39,-2.85
1.61,-0.03,-0.48,0.06,0.27,-2.04
-1.38,-1.36,-2.2,-0.12,0.12,-1.09
-0.49,0.06,0.06,0.27,0.21,-0.48
-0.31,-0.06,-0.06,0.02,-0.14,0.16
-0.15,0,0.04,0.04,-0.15,0.44
-0.16,0.05,0.14,0.06,-0.1,0.37
-0.35,-0.18,0.1,-0.06,-0.29,0.13
-0.54,-0.16,-0.14,0.01,-0.2,-0.73
-1.45,-0.44,-0.49,0.14,0.15,-1.96
1.56,-1.98,-2.85,0.31,0.57,-2.67
1.87,-0.24,0.05,0.29,0.39,-2.48
0.31,-1.8,-2.49,-0.07,0.05,-1.58
-1.01,0.01,-0.4,0.02,0.13,-0.74
-0.28,0.26,0.18,0.1,0.26,-0.23
-0.2,0,0.09,0.05,0.01,0.2
-0.16,-0.19,0.13,-0.09,-0.26,0.38
-0.21,-0.27,0.11,0.2,-0.29,0.2
-0.35,-0.15,-0.15,0.01,-0.28,-0.23
-0.73,0.09,-0.22,0.2,0.2,-1.28
-1.58,-0.63,-2.81,0.28,0.39,-2.18
2.35,-0.13,-0.19,0.58,0.42,-2.59
1.81,-0.69,-1.47,0.16,0.11,-2.05
-1.41,-0.85,-0.93,-0.13,-0.06,-1.18
-0.32,0.09,0.07,0.34,0.24,-0.62
-0.21,-0.11,-0.16,-0.11,0.01,0.06
-0.04,-0.03,-0.02,0.11,-0.05,0.33
0.04,-0.03,0.01,0.16,-0.13,0.42
-0.57,-0.17,0.04,-0.12,-0.28,0.23
-0.36,-0.02,-0.01,0.06,-0.09,-0.66
-1.2,-0.32,-0.34,0.17,0.21,-1.88
-0.48,-2.11,-2.9,0.23,0.48,-2.75
2.08,-0.15,-0.13,0.46,0.37,-2.79
0.1,-1.81,-3.16,0.06,-0.08,-1.75
-1.02,-0.02,-0.54,-0.07,0.08,-0.7
-0.21,0.34,0.18,0.16,0.36,-0.18
-0.16,0.03,0.16,-0.03,0.01,0.31
-0.11,-0.21,0.24,0.04,-0.22,0.54
-0.22,-0.15,0.01,0.08,-0.3,0.36
-0.28,-0.06,-0.05,-0.11,-0.32,-0.08
-0.65,-0.09,-0.19,0.07,0.04,-1.09
-1.59,-0.06,-0.67,0.11,0.35,-2.24
2.41,-2.28,-2.45,0.28,0.43,-2.89
1.96,-0.38,-0.5,0.31,0.2,-2.51
-0.89,-1.75,-2.63,-0.01,0,-1.53
-0.68,0.15,-0.28,0.05,0.24,-0.66
-0.38,0.2,0.02,-0.07,0.13,-0.01
-0.02,-0.03,0.16,0.08,0.1,0.37
-0.07,0.04,0.24,-0.1,0.02,0.63
-0.38,-0.13,0.3,-0.06,-0.16,0.35
-0.03,-0.07,-0.05,0.14,-0.33,-0.27
-0.97,-0.17,-0.34,0.02,-0.01,-1.24
-2.23,0,-1.04,0.3,0.51,-2.47
3.05,-0.7,-1.36,0.28,0.3,-2.8
2.19,-0.61,-0.63,0.32,0.23,-2.33
-1.49,-1.39,-1.67,-0.22,0.22,-1.42
-0.77,0.05,-0.02,-0.04,0.18,-0.64
-0.21,0,0.01,0.11,-0.04,0.08
-0.28,0.01,0.02,-0.1,-0.12,0.48
0.14,0.12,0.15,0.2,0.01,0.58
-0.22,0.05,0.13,-0.02,-0.19,0.47
0.11,0.16,0.26,0.07,-0.24,-0.2
-0.73,0,-0.39,0.09,0.11,-1.28
-1.75,-0.2,-0.65,0.22,0.21,-2.35
2.6,-1.96,-2.69,0.23,0.13,-2.96
2.3,-0.38,-0.53,0.61,0.33,-2.58
-0.56,-1.79,-1.89,-0.25,0.17,-1.51
